image_name,# of ecDNA (DAPI),# of ecDNA (green),# of ecDNA (red),# of ecDNA (DAPI and green),# of ecDNA (DAPI and red),# of ecDNA (red and green),# of ecDNA (DAPI and red and green),# of HSR (red),# of HSR (green)
6766.tif,"(1, 85)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6769.tif,"(11, 521)","(0, 0.0)","(16, 422)",0.0,11.0,0.0,0.0,3.0,0.0
6770.tif,"(6, 292)","(0, 0.0)","(9, 227)",0.0,3.0,0.0,0.0,0.0,0.0
6773.tif,"(12, 509)","(0, 0.0)","(15, 289)",0.0,9.0,0.0,0.0,1.0,0.0
6774.tif,"(19, 1079)","(0, 0.0)","(13, 744)",0.0,14.0,0.0,0.0,1.0,0.0
6775.tif,"(0, 0.0)","(0, 0.0)","(6, 71)",0.0,0.0,0.0,0.0,0.0,0.0
6777.tif,"(0, 0.0)","(0, 0.0)","(1, 6)",0.0,0.0,0.0,0.0,0.0,0.0
6778.tif,"(0, 0.0)","(0, 0.0)","(4, 114)",0.0,0.0,0.0,0.0,0.0,0.0
6779.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6780.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6781.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6782.tif,"(6, 136)","(0, 0.0)","(7, 82)",0.0,1.0,0.0,0.0,0.0,0.0
6789.tif,"(12, 570)","(0, 0.0)","(11, 127)",0.0,7.0,0.0,0.0,1.0,0.0
6790.tif,"(14, 632)","(0, 0.0)","(13, 146)",0.0,11.0,0.0,0.0,0.0,0.0
6791.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6793.tif,"(8, 491)","(0, 0.0)","(8, 121)",0.0,4.0,0.0,0.0,0.0,0.0
6794.tif,"(6, 230)","(0, 0.0)","(8, 70)",0.0,3.0,0.0,0.0,0.0,0.0
6795.tif,"(0, 0.0)","(0, 0.0)","(2, 13)",0.0,0.0,0.0,0.0,0.0,0.0
6798.tif,"(1, 16)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6799.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6805.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6806.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6809.tif,"(0, 0.0)","(0, 0.0)","(3, 19)",0.0,0.0,0.0,0.0,1.0,0.0
6810.tif,"(0, 0.0)","(0, 0.0)","(4, 24)",0.0,0.0,0.0,0.0,3.0,0.0
6813.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6814.tif,"(1, 25)","(0, 0.0)","(2, 20)",0.0,0.0,0.0,0.0,1.0,0.0
6822.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6823.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6829.tif,"(3, 105)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6830.tif,"(4, 99)","(0, 0.0)","(4, 42)",0.0,0.0,0.0,0.0,3.0,0.0
6831.tif,"(3, 114)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6833.tif,"(38, 1092)","(0, 0.0)","(2, 22)",0.0,0.0,0.0,0.0,1.0,0.0
6834.tif,"(13, 392)","(0, 0.0)","(1, 9)",0.0,0.0,0.0,0.0,1.0,0.0
6835.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6836.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6837.tif,"(38, 1312)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6838.tif,"(57, 1820)","(0, 0.0)","(1, 9)",0.0,0.0,0.0,0.0,0.0,0.0
6839.tif,"(5, 103)","(0, 0.0)","(2, 26)",0.0,1.0,0.0,0.0,0.0,0.0
6844.tif,"(4, 114)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6845.tif,"(0, 0.0)","(0, 0.0)","(2, 13)",0.0,0.0,0.0,0.0,1.0,0.0
6846.tif,"(1, 37)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6848.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6849.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,1.0,0.0
6850.tif,"(1, 54)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6851.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6852.tif,"(1, 10)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
6853.tif,"(4, 154)","(0, 0.0)","(2, 3)",0.0,0.0,0.0,0.0,2.0,0.0
6854.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6855.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6860.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6865.tif,"(1, 27)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6866.tif,"(3, 125)","(0, 0.0)","(2, 14)",0.0,0.0,0.0,0.0,1.0,0.0
6868.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6869.tif,"(3, 88)","(0, 0.0)","(1, 4)",0.0,0.0,0.0,0.0,1.0,0.0
6870.tif,"(4, 225)","(0, 0.0)","(2, 28)",0.0,0.0,0.0,0.0,1.0,0.0
6871.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
6872.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6873.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6874.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6875.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6876.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6877.tif,"(0, 0.0)","(0, 0.0)","(1, 213)",0.0,0.0,0.0,0.0,0.0,0.0
6880.tif,"(2, 136)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6881.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6882.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6884.tif,"(1, 38)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6885.tif,"(0, 0.0)","(0, 0.0)","(1, 12)",0.0,0.0,0.0,0.0,0.0,0.0
6886.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6887.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6888.tif,"(1, 22)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6889.tif,"(14, 547)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
6890.tif,"(8, 1326)","(0, 0.0)","(1, 2)",0.0,1.0,0.0,0.0,0.0,0.0
6891.tif,"(2, 82)","(0, 0.0)","(2, 16)",0.0,0.0,0.0,0.0,1.0,0.0
6892.tif,"(8, 278)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6893.tif,"(46, 2955)","(0, 0.0)","(2, 10)",0.0,1.0,0.0,0.0,0.0,0.0
6894.tif,"(59, 8968)","(0, 0.0)","(4, 36)",0.0,4.0,0.0,0.0,0.0,0.0
6895.tif,"(3, 118)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6897.tif,"(1, 18)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6898.tif,"(1, 17)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6899.tif,"(2, 155)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6900.tif,"(1, 36)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6901.tif,"(0, 0.0)","(0, 0.0)","(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0
6902.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6904.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6907.tif,"(0, 0.0)","(0, 0.0)","(2, 4)",0.0,0.0,0.0,0.0,1.0,0.0
6909.tif,"(3, 86)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6910.tif,"(5, 171)","(0, 0.0)","(1, 10)",0.0,0.0,0.0,0.0,2.0,0.0
6911.tif,"(2, 57)","(0, 0.0)","(2, 16)",0.0,0.0,0.0,0.0,1.0,0.0
6913.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6914.tif,"(1, 30)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6915.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6917.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6918.tif,"(1, 26)","(0, 0.0)","(1, 12)",0.0,0.0,0.0,0.0,0.0,0.0
6919.tif,"(0, 0.0)","(0, 0.0)","(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0
6920.tif,"(0, 0.0)","(0, 0.0)","(2, 26)",0.0,0.0,0.0,0.0,0.0,0.0
6921.tif,"(0, 0.0)","(0, 0.0)","(1, 16)",0.0,0.0,0.0,0.0,0.0,0.0
6922.tif,"(2, 32)","(0, 0.0)","(2, 11)",0.0,0.0,0.0,0.0,0.0,0.0
6923.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6924.tif,"(1, 36)","(0, 0.0)","(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0
6925.tif,"(0, 0.0)","(0, 0.0)","(3, 20)",0.0,0.0,0.0,0.0,0.0,0.0
6926.tif,"(0, 0.0)","(0, 0.0)","(4, 119)",0.0,0.0,0.0,0.0,0.0,0.0
6927.tif,"(0, 0.0)","(0, 0.0)","(2, 26)",0.0,0.0,0.0,0.0,0.0,0.0
6929.tif,"(2, 51)","(0, 0.0)","(2, 38)",0.0,0.0,0.0,0.0,1.0,0.0
6930.tif,"(4, 111)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
6931.tif,"(2, 41)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6933.tif,"(2, 147)","(0, 0.0)","(6, 59)",0.0,0.0,0.0,0.0,1.0,0.0
6934.tif,"(1, 20)","(0, 0.0)","(3, 10)",0.0,0.0,0.0,0.0,1.0,0.0
6935.tif,"(3, 55)","(0, 0.0)","(2, 5)",0.0,0.0,0.0,0.0,0.0,0.0
6939.tif,"(2, 36)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6944.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6945.tif,"(1, 14)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6946.tif,"(1, 20)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6948.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6949.tif,"(1, 18)","(0, 0.0)","(2, 300)",0.0,0.0,0.0,0.0,1.0,0.0
6950.tif,"(1, 23)","(0, 0.0)","(2, 21)",0.0,0.0,0.0,0.0,1.0,1.0
6951.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6952.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6953.tif,"(2, 65)","(2, 3)","(2, 89)",0.0,0.0,2.0,0.0,1.0,1.0
6954.tif,"(2, 87)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6955.tif,"(2, 136)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6956.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6957.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6958.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6959.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6961.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6963.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6965.tif,"(1, 23)","(0, 0.0)","(2, 82)",0.0,0.0,0.0,0.0,2.0,0.0
6966.tif,"(1, 68)","(0, 0.0)","(3, 299)",0.0,0.0,0.0,0.0,2.0,0.0
6967.tif,"(2, 73)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6968.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6969.tif,"(10, 269)","(0, 0.0)","(1, 58)",0.0,0.0,0.0,0.0,1.0,0.0
6970.tif,"(3, 110)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6971.tif,"(1, 95)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6972.tif,"(5, 241)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6973.tif,"(6, 326)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6974.tif,"(1, 97)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6975.tif,"(3, 80)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6977.tif,"(1, 52)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6978.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6979.tif,"(14, 655)","(0, 0.0)","(7, 408)",0.0,3.0,0.0,0.0,1.0,0.0
6980.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6984.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6985.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6986.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6987.tif,"(1, 22)","(0, 0.0)","(2, 58)",0.0,0.0,0.0,0.0,2.0,0.0
6988.tif,"(0, 0.0)","(0, 0.0)","(2, 43)",0.0,0.0,0.0,0.0,0.0,0.0
6989.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6990.tif,"(0, 0.0)","(0, 0.0)","(7, 520)",0.0,0.0,0.0,0.0,5.0,0.0
6991.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6992.tif,"(0, 0.0)","(0, 0.0)","(1, 29)",0.0,0.0,0.0,0.0,0.0,0.0
6993.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
6994.tif,"(0, 0.0)","(0, 0.0)","(1, 13)",0.0,0.0,0.0,0.0,0.0,0.0
6995.tif,"(0, 0.0)","(0, 0.0)","(1, 20)",0.0,0.0,0.0,0.0,1.0,0.0
6998.tif,"(0, 0.0)","(0, 0.0)","(1, 91)",0.0,0.0,0.0,0.0,0.0,0.0
6999.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7001.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7002.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7005.tif,"(2, 43)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7006.tif,"(3, 306)","(0, 0.0)","(2, 17)",0.0,0.0,0.0,0.0,0.0,0.0
7008.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7009.tif,"(1, 14)","(0, 0.0)","(1, 43)",0.0,0.0,0.0,0.0,1.0,0.0
7010.tif,"(5, 125)","(0, 0.0)","(1, 340)",0.0,1.0,0.0,0.0,2.0,0.0
7011.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7016.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7022.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7023.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7025.tif,"(1, 18)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7026.tif,"(0, 0.0)","(0, 0.0)","(1, 111)",0.0,0.0,0.0,0.0,0.0,0.0
7027.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7028.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7029.tif,"(0, 0.0)","(0, 0.0)","(1, 25)",0.0,0.0,0.0,0.0,1.0,0.0
7030.tif,"(5, 171)","(0, 0.0)","(7, 246)",0.0,0.0,0.0,0.0,5.0,0.0
7031.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7033.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7034.tif,"(2, 43)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7036.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7041.tif,"(0, 0.0)","(0, 0.0)","(2, 323)",0.0,0.0,0.0,0.0,1.0,0.0
7042.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7043.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7044.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7045.tif,"(0, 0.0)","(0, 0.0)","(1, 41)",0.0,0.0,0.0,0.0,1.0,0.0
7046.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
7047.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7048.tif,"(0, 0.0)","(0, 0.0)","(3, 15)",0.0,0.0,0.0,0.0,1.0,0.0
7049.tif,"(31, 1025)","(0, 0.0)","(20, 5273)",0.0,3.0,0.0,0.0,0.0,0.0
7050.tif,"(2, 73)","(0, 0.0)","(5, 521)",0.0,0.0,0.0,0.0,2.0,0.0
7051.tif,"(1, 24)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7052.tif,"(3, 75)","(0, 0.0)","(1, 58)",0.0,0.0,0.0,0.0,0.0,0.0
7053.tif,"(0, 0.0)","(0, 0.0)","(3, 74)",0.0,0.0,0.0,0.0,0.0,0.0
7054.tif,"(1, 54)","(0, 0.0)","(3, 46)",0.0,0.0,0.0,0.0,1.0,0.0
7055.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7056.tif,"(0, 0.0)","(0, 0.0)","(1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
7057.tif,"(0, 0.0)","(0, 0.0)","(2, 213)",0.0,0.0,0.0,0.0,0.0,0.0
7058.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7059.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7060.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7061.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7063.tif,"(1, 15)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7065.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7066.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7067.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7068.tif,"(0, 0.0)","(0, 0.0)","(5, 170)",0.0,0.0,0.0,0.0,3.0,0.0
7069.tif,"(0, 0.0)","(0, 0.0)","(3, 25)",0.0,0.0,0.0,0.0,1.0,0.0
7070.tif,"(0, 0.0)","(0, 0.0)","(1, 457)",0.0,0.0,0.0,0.0,0.0,0.0
7071.tif,"(6, 234)","(0, 0.0)","(1, 35)",0.0,0.0,0.0,0.0,0.0,0.0
7072.tif,"(1, 22)","(0, 0.0)","(9, 277)",0.0,0.0,0.0,0.0,2.0,0.0
7073.tif,"(1, 24)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
7074.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7075.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7076.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7077.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7078.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7079.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7082.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7085.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7086.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7087.tif,"(0, 0.0)","(0, 0.0)","(2, 14)",0.0,0.0,0.0,0.0,1.0,0.0
7089.tif,"(0, 0.0)","(0, 0.0)","(1, 136)",0.0,0.0,0.0,0.0,0.0,0.0
7090.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7091.tif,"(0, 0.0)","(0, 0.0)","(4, 66)",0.0,0.0,0.0,0.0,0.0,0.0
7093.tif,"(0, 0.0)","(0, 0.0)","(5, 205)",0.0,0.0,0.0,0.0,1.0,0.0
7094.tif,"(3, 57)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7095.tif,"(1, 37)","(0, 0.0)","(3, 14)",0.0,0.0,0.0,0.0,1.0,0.0
7097.tif,"(1, 22)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7098.tif,"(2, 39)","(0, 0.0)","(1, 38)",0.0,0.0,0.0,0.0,0.0,0.0
7099.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7109.tif,"(1, 20)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7110.tif,"(3, 58)","(0, 0.0)","(3, 151)",0.0,0.0,0.0,0.0,3.0,0.0
7113.tif,"(1, 12)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7114.tif,"(1, 14)","(0, 0.0)","(2, 382)",0.0,1.0,0.0,0.0,2.0,0.0
7123.tif,"(0, 0.0)","(0, 0.0)","(1, 44)",0.0,0.0,0.0,0.0,0.0,0.0
7129.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7130.tif,"(1, 22)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7131.tif,"(1, 20)","(0, 0.0)","(4, 282)",0.0,0.0,0.0,0.0,4.0,0.0
7134.tif,"(2, 75)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7135.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7143.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7144.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7145.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7147.tif,"(0, 0.0)","(0, 0.0)","(1, 45)",0.0,0.0,0.0,0.0,0.0,0.0
7148.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7149.tif,"(5, 123)","(0, 0.0)","(5, 84)",0.0,0.0,0.0,0.0,3.0,0.0
7150.tif,"(2, 81)","(0, 0.0)","(6, 281)",0.0,0.0,0.0,0.0,3.0,0.0
7153.tif,"(1, 16)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7154.tif,"(2, 35)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
7160.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
